,Username,Comment,Likes,Replies,Date,link
0,              @Graybeard_            ,"As a retired English teacher, when determining whether someone has plagiarized their paper, the process is usually pretty straightforward. First, compare the style and quality of writing to the student's other written communications. Second meet with the student and ask them questions derived directly from their paper that requires expanding on the information they have written about.",104,50,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=THJysHMi81c&amp;lc=UgwK8uRPrkiwDUzdiLV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=THJysHMi81c
1,              @nitinbhakta4787            ,"It is important to be aware that while ChatGPT can provide information, it should not be considered a definitive source and any information it provides should be fact-checked. This is demonstrated by an example where a query about a specific film was provided, but the information returned pertained to a different film with the same title. This mistake occurred  even though there were different plots, characters, actors/actresses and release dates between the two films. Furthermore, it can be inferred that the model does not have knowledge about the specific film queried and that its source of knowledge might be limited to Wikipedia.",57,23,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=THJysHMi81c&amp;lc=UgyBYDXRtFao2R3o3Yx4AaABAg"" spellcheck=""false"">1 month ago (edited)</a>",https://www.youtube.com/watch?v=THJysHMi81c
2,              @StupidSexyFlanders_            ,"I’ve used it to write a movie script. While it doesn’t fully write one for you, it does give you the foundation of writing one. You can even command it to modify certain responses based on that modification request, and then polish the story from there. It’s incredible technology, but it’s still without limitations. It’s scary and exciting at the same time.",33,8,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=THJysHMi81c&amp;lc=Ugwb3EMuswt-mWOhy6h4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=THJysHMi81c
3,              @Learningnewsnetwork            ,"ChatGPT was launched on November 30, 2022. You were required to add your name to a wait list to try it out in Beta. This would have been around the time leading to the end of the semester and holidays. Reopening of schools in January 2023 ( a 4 weeks window), schools were already making accusations of cheating and plagiarism with ChatGP. I would like to know which students and what exams where the students able to get on ChatGPT's waiting list, and were able to write, hand in or submit their exams and have this exam checked for AI plagiarism? I would like someone to explain that to me.",15,2,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=THJysHMi81c&amp;lc=UgxGqU47NeZ5kvI3rhZ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=THJysHMi81c
4,              @seanmahoney2671            ,"I feel like teachers are doing their students a disservice if they don't teach their students to use this tool to be better at writing reports and doing research. Teach them how to use it not to cheat but how to use it to make the end result better.

Using this is like having a knowledgeable assistant to work with on what you are doing. You can't take it all at face value and don't need to do more with it, instead using to help along the way is amazing. 

I am using this all the time, at work, at home, for my volunteer work. It has felt like having a partner in everything I do. I love this technology! Just like every other tool that has come before though, it won't do all the work for me, it just makes it more efficient so that I can do more work faster... that will also become the expectation from businesses, so not learning the tool and falling behind is likely to hurt people's success (another reason it should be taught to students and not just fought against).",11,5,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=THJysHMi81c&amp;lc=UgxVKW5P0FB7kMV3PLV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=THJysHMi81c
5,              @ParadineG            ,"ChatGPT has become almost irreplaceable tool for professionals as they can spot its mistakes. For general public it is also useful tool, but they must understand that it can make mistakes. Therefore one must be careful when touching subjects that are outside of their expertise.",6,3,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=THJysHMi81c&amp;lc=UgwbhGa1tTCbdFYHAbV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=THJysHMi81c
6,              @MrErick1160            ,"chatgpt needs a lot of improvement to its user experience. It will really be useful when it can cite the sources that support every statement he says, a bit like a google engine, it would spit out the text and then add all the links/sources that can support his answer. It also needs to be deeply integrated into operating systems (android, ios, windows etc) with a search bar, a  bit like the google search bar. It also lacks very important functionalities such as searching within all your prompts.",15,3,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=THJysHMi81c&amp;lc=UgyUxHRIdDXQ38MZ1Jl4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=THJysHMi81c
7,              @scarecrow2275            ,"After using ChatGPT, I'd say it's like talking to an 8 year old child who just found the internet, give it a couple years of learning and more than 75% of office jobs could be replaced by this software alone, a decade from now and it'll be what's teaching university courses. You'll own nothing and be happy!",38,23,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=THJysHMi81c&amp;lc=UgzrwUyhNMfibWymtoR4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=THJysHMi81c
8,              @labibbidabibbadum206            ,"So, Chat GPT says:
""AI has the potential to revolutionize many industries, but we must also be aware of the potential dangers it poses. From job displacement to ethical concerns, it's important that we approach the development and implementation of AI with caution and proper regulation.""",18,9,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=THJysHMi81c&amp;lc=UgxoVJxADRPsullZjNB4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=THJysHMi81c
9,              @kylebennett3651            ,"ChatGPT is absolutely amazing! I can't believe the level of intelligence and knowledge it possesses. It can answer any question I throw at it and do so in a concise and easy-to-understand manner. I've been using it for a while now, and I am continually impressed by its capabilities. It's like having a personal assistant that is always available and never gets tired! Thank you OpenAI for creating such an incredible tool. #chatgptrocks",17,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=THJysHMi81c&amp;lc=Ugxp6sL4KuNeQuAaZ_h4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=THJysHMi81c
